expression,expected_result,wrapper,pair_id,family,source,target,expected_strategy
((sin(x)^14) + 1)/(((1716-3003*cos(2*x)+2002*cos(4*x)-1001*cos(6*x)+364*cos(8*x)-91*cos(10*x)+14*cos(12*x)-cos(14*x))/8192) + 1),1,shifted_quotient_one,expand_trig_sine_fourteenth_power_reduction,trig_expand,sin(x)^14,(1716-3003*cos(2*x)+2002*cos(4*x)-1001*cos(6*x)+364*cos(8*x)-91*cos(10*x)+14*cos(12*x)-cos(14*x))/8192,expand trig
((cos(x)^14) + m) - (((1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192) + m),0,additive_passthrough_zero,expand_trig_cosine_fourteenth_power_reduction,trig_expand,cos(x)^14,(1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192,expand trig
k*(cos(x)^14) - k*((1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192),0,scaled_difference_zero,expand_trig_cosine_fourteenth_power_reduction,trig_expand,cos(x)^14,(1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192,expand trig
((cos(x)^14)/q) - (((1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192)/q),0,common_denominator_zero,expand_trig_cosine_fourteenth_power_reduction,trig_expand,cos(x)^14,(1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192,expand trig
((cos(x)^14) + 1)/(((1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192) + 1),1,shifted_quotient_one,expand_trig_cosine_fourteenth_power_reduction,trig_expand,cos(x)^14,(1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192,expand trig
((sin(x)^16) + m) - (((6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768) + m),0,additive_passthrough_zero,expand_trig_sine_sixteenth_power_reduction,trig_expand,sin(x)^16,(6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768,expand trig
k*(sin(x)^16) - k*((6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768),0,scaled_difference_zero,expand_trig_sine_sixteenth_power_reduction,trig_expand,sin(x)^16,(6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768,expand trig
((sin(x)^16)/q) - (((6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768)/q),0,common_denominator_zero,expand_trig_sine_sixteenth_power_reduction,trig_expand,sin(x)^16,(6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768,expand trig
((sin(x)^16) + 1)/(((6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768) + 1),1,shifted_quotient_one,expand_trig_sine_sixteenth_power_reduction,trig_expand,sin(x)^16,(6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768,expand trig
((cos(x)^16) + m) - (((6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768) + m),0,additive_passthrough_zero,expand_trig_cosine_sixteenth_power_reduction,trig_expand,cos(x)^16,(6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768,expand trig
k*(cos(x)^16) - k*((6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768),0,scaled_difference_zero,expand_trig_cosine_sixteenth_power_reduction,trig_expand,cos(x)^16,(6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768,expand trig
((cos(x)^16)/q) - (((6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768)/q),0,common_denominator_zero,expand_trig_cosine_sixteenth_power_reduction,trig_expand,cos(x)^16,(6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768,expand trig
((cos(x)^16) + 1)/(((6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768) + 1),1,shifted_quotient_one,expand_trig_cosine_sixteenth_power_reduction,trig_expand,cos(x)^16,(6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768,expand trig
((sin(x)^18) + m) - (((24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072) + m),0,additive_passthrough_zero,expand_trig_sine_eighteenth_power_reduction,trig_expand,sin(x)^18,(24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072,expand trig
k*(sin(x)^18) - k*((24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072),0,scaled_difference_zero,expand_trig_sine_eighteenth_power_reduction,trig_expand,sin(x)^18,(24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072,expand trig
((sin(x)^18)/q) - (((24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072)/q),0,common_denominator_zero,expand_trig_sine_eighteenth_power_reduction,trig_expand,sin(x)^18,(24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072,expand trig
((sin(x)^18) + 1)/(((24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072) + 1),1,shifted_quotient_one,expand_trig_sine_eighteenth_power_reduction,trig_expand,sin(x)^18,(24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072,expand trig
((cos(x)^18) + m) - (((24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072) + m),0,additive_passthrough_zero,expand_trig_cosine_eighteenth_power_reduction,trig_expand,cos(x)^18,(24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072,expand trig
k*(cos(x)^18) - k*((24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072),0,scaled_difference_zero,expand_trig_cosine_eighteenth_power_reduction,trig_expand,cos(x)^18,(24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072,expand trig
((cos(x)^18)/q) - (((24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072)/q),0,common_denominator_zero,expand_trig_cosine_eighteenth_power_reduction,trig_expand,cos(x)^18,(24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072,expand trig
((cos(x)^18) + 1)/(((24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072) + 1),1,shifted_quotient_one,expand_trig_cosine_eighteenth_power_reduction,trig_expand,cos(x)^18,(24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072,expand trig
((sin(x)^20) + m) - (((92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288) + m),0,additive_passthrough_zero,expand_trig_sine_twentieth_power_reduction,trig_expand,sin(x)^20,(92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288,expand trig
k*(sin(x)^20) - k*((92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288),0,scaled_difference_zero,expand_trig_sine_twentieth_power_reduction,trig_expand,sin(x)^20,(92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288,expand trig
((sin(x)^20)/q) - (((92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288)/q),0,common_denominator_zero,expand_trig_sine_twentieth_power_reduction,trig_expand,sin(x)^20,(92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288,expand trig
((sin(x)^20) + 1)/(((92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288) + 1),1,shifted_quotient_one,expand_trig_sine_twentieth_power_reduction,trig_expand,sin(x)^20,(92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288,expand trig
((cos(x)^20) + m) - (((92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288) + m),0,additive_passthrough_zero,expand_trig_cosine_twentieth_power_reduction,trig_expand,cos(x)^20,(92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288,expand trig
k*(cos(x)^20) - k*((92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288),0,scaled_difference_zero,expand_trig_cosine_twentieth_power_reduction,trig_expand,cos(x)^20,(92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288,expand trig
((cos(x)^20)/q) - (((92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288)/q),0,common_denominator_zero,expand_trig_cosine_twentieth_power_reduction,trig_expand,cos(x)^20,(92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288,expand trig
((cos(x)^20) + 1)/(((92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288) + 1),1,shifted_quotient_one,expand_trig_cosine_twentieth_power_reduction,trig_expand,cos(x)^20,(92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288,expand trig
((sin(x)^22) + m) - (((352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152) + m),0,additive_passthrough_zero,expand_trig_sine_twenty_second_power_reduction,trig_expand,sin(x)^22,(352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152,expand trig
k*(sin(x)^22) - k*((352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152),0,scaled_difference_zero,expand_trig_sine_twenty_second_power_reduction,trig_expand,sin(x)^22,(352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152,expand trig
((sin(x)^22)/q) - (((352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152)/q),0,common_denominator_zero,expand_trig_sine_twenty_second_power_reduction,trig_expand,sin(x)^22,(352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152,expand trig
((sin(x)^22) + 1)/(((352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152) + 1),1,shifted_quotient_one,expand_trig_sine_twenty_second_power_reduction,trig_expand,sin(x)^22,(352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152,expand trig
((cos(x)^22) + m) - (((352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152) + m),0,additive_passthrough_zero,expand_trig_cosine_twenty_second_power_reduction,trig_expand,cos(x)^22,(352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152,expand trig
k*(cos(x)^22) - k*((352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152),0,scaled_difference_zero,expand_trig_cosine_twenty_second_power_reduction,trig_expand,cos(x)^22,(352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152,expand trig
((cos(x)^22)/q) - (((352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152)/q),0,common_denominator_zero,expand_trig_cosine_twenty_second_power_reduction,trig_expand,cos(x)^22,(352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152,expand trig
((cos(x)^22) + 1)/(((352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152) + 1),1,shifted_quotient_one,expand_trig_cosine_twenty_second_power_reduction,trig_expand,cos(x)^22,(352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152,expand trig
((sin(x)^24) + m) - (((1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608) + m),0,additive_passthrough_zero,expand_trig_sine_twenty_fourth_power_reduction,trig_expand,sin(x)^24,(1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608,expand trig
k*(sin(x)^24) - k*((1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608),0,scaled_difference_zero,expand_trig_sine_twenty_fourth_power_reduction,trig_expand,sin(x)^24,(1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608,expand trig
((sin(x)^24)/q) - (((1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608)/q),0,common_denominator_zero,expand_trig_sine_twenty_fourth_power_reduction,trig_expand,sin(x)^24,(1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608,expand trig
((sin(x)^24) + 1)/(((1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608) + 1),1,shifted_quotient_one,expand_trig_sine_twenty_fourth_power_reduction,trig_expand,sin(x)^24,(1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608,expand trig
((cos(x)^24) + m) - (((1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608) + m),0,additive_passthrough_zero,expand_trig_cosine_twenty_fourth_power_reduction,trig_expand,cos(x)^24,(1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608,expand trig
k*(cos(x)^24) - k*((1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608),0,scaled_difference_zero,expand_trig_cosine_twenty_fourth_power_reduction,trig_expand,cos(x)^24,(1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608,expand trig
((cos(x)^24)/q) - (((1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608)/q),0,common_denominator_zero,expand_trig_cosine_twenty_fourth_power_reduction,trig_expand,cos(x)^24,(1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608,expand trig
((cos(x)^24) + 1)/(((1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608) + 1),1,shifted_quotient_one,expand_trig_cosine_twenty_fourth_power_reduction,trig_expand,cos(x)^24,(1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608,expand trig
(((1-cos(2*x))/sin(2*x)) + m) - ((tan(x)) + m),0,additive_passthrough_zero,contract_trig_half_angle_tangent,trig_contract,(1-cos(2*x))/sin(2*x),tan(x),contract trig
k*((1-cos(2*x))/sin(2*x)) - k*(tan(x)),0,scaled_difference_zero,contract_trig_half_angle_tangent,trig_contract,(1-cos(2*x))/sin(2*x),tan(x),contract trig
(((1-cos(2*x))/sin(2*x))/q) - ((tan(x))/q),0,common_denominator_zero,contract_trig_half_angle_tangent,trig_contract,(1-cos(2*x))/sin(2*x),tan(x),contract trig
(((1-cos(2*x))/sin(2*x)) + 1)/((tan(x)) + 1),1,shifted_quotient_one,contract_trig_half_angle_tangent,trig_contract,(1-cos(2*x))/sin(2*x),tan(x),contract trig
((tan(x)) + m) - (((1-cos(2*x))/sin(2*x)) + m),0,additive_passthrough_zero,expand_trig_half_angle_tangent,trig_expand,tan(x),(1-cos(2*x))/sin(2*x),expand trig
k*(tan(x)) - k*((1-cos(2*x))/sin(2*x)),0,scaled_difference_zero,expand_trig_half_angle_tangent,trig_expand,tan(x),(1-cos(2*x))/sin(2*x),expand trig
((tan(x))/q) - (((1-cos(2*x))/sin(2*x))/q),0,common_denominator_zero,expand_trig_half_angle_tangent,trig_expand,tan(x),(1-cos(2*x))/sin(2*x),expand trig
((tan(x)) + 1)/(((1-cos(2*x))/sin(2*x)) + 1),1,shifted_quotient_one,expand_trig_half_angle_tangent,trig_expand,tan(x),(1-cos(2*x))/sin(2*x),expand trig
((3*sin(x)-4*sin(x)^3) + m) - ((sin(3*x)) + m),0,additive_passthrough_zero,contract_trig_triple_angle_sine,trig_contract,3*sin(x)-4*sin(x)^3,sin(3*x),contract trig
k*(3*sin(x)-4*sin(x)^3) - k*(sin(3*x)),0,scaled_difference_zero,contract_trig_triple_angle_sine,trig_contract,3*sin(x)-4*sin(x)^3,sin(3*x),contract trig
