expression,expected_result,composition,source_expr_1,source_expr_2
(2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) + (x*y + x*z - x*(y+z)),0,sum,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),x*y + x*z - x*(y+z)
(2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) - (x*y + x*z - x*(y+z)),0,difference,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),x*y + x*z - x*(y+z)
(2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) * (x*y + x*z - x*(y+z)),0,product,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),x*y + x*z - x*(y+z)
((2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) + 1)/((x*y + x*z - x*(y+z)) + 1),1,shifted_quotient,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),x*y + x*z - x*(y+z)
(2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) + ((a+b+c)/x - a/x - b/x - c/x),0,sum,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),(a+b+c)/x - a/x - b/x - c/x
(2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) - ((a+b+c)/x - a/x - b/x - c/x),0,difference,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),(a+b+c)/x - a/x - b/x - c/x
(2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) * ((a+b+c)/x - a/x - b/x - c/x),0,product,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),(a+b+c)/x - a/x - b/x - c/x
((2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) + 1)/(((a+b+c)/x - a/x - b/x - c/x) + 1),1,shifted_quotient,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),(a+b+c)/x - a/x - b/x - c/x
(2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) + (a + b/x - (a*x+b)/x),0,sum,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),a + b/x - (a*x+b)/x
(2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) - (a + b/x - (a*x+b)/x),0,difference,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),a + b/x - (a*x+b)/x
(2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) * (a + b/x - (a*x+b)/x),0,product,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),a + b/x - (a*x+b)/x
((2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) + 1)/((a + b/x - (a*x+b)/x) + 1),1,shifted_quotient,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),a + b/x - (a*x+b)/x
(2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) + ((x^2 - 1)/(x - 1) - (x+1)),0,sum,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),(x^2 - 1)/(x - 1) - (x+1)
(2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) - ((x^2 - 1)/(x - 1) - (x+1)),0,difference,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),(x^2 - 1)/(x - 1) - (x+1)
(2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) * ((x^2 - 1)/(x - 1) - (x+1)),0,product,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),(x^2 - 1)/(x - 1) - (x+1)
((2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) + 1)/(((x^2 - 1)/(x - 1) - (x+1)) + 1),1,shifted_quotient,2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x)),(x^2 - 1)/(x - 1) - (x+1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (ln(x^3) + ln(y^2) - ln(x^3 * y^2)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),ln(x^3) + ln(y^2) - ln(x^3 * y^2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (ln(x^3) + ln(y^2) - ln(x^3 * y^2)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),ln(x^3) + ln(y^2) - ln(x^3 * y^2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (ln(x^3) + ln(y^2) - ln(x^3 * y^2)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),ln(x^3) + ln(y^2) - ln(x^3 * y^2)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),ln(x^3) + ln(y^2) - ln(x^3 * y^2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (tan(x) + cot(x) - sec(x)*csc(x)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),tan(x) + cot(x) - sec(x)*csc(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (tan(x) + cot(x) - sec(x)*csc(x)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),tan(x) + cot(x) - sec(x)*csc(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (tan(x) + cot(x) - sec(x)*csc(x)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),tan(x) + cot(x) - sec(x)*csc(x)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((tan(x) + cot(x) - sec(x)*csc(x)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),tan(x) + cot(x) - sec(x)*csc(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (ln(x^2 - y^2) - ln(x - y) - ln(x + y)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),ln(x^2 - y^2) - ln(x - y) - ln(x + y)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (ln(x^2 - y^2) - ln(x - y) - ln(x + y)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),ln(x^2 - y^2) - ln(x - y) - ln(x + y)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (ln(x^2 - y^2) - ln(x - y) - ln(x + y)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),ln(x^2 - y^2) - ln(x - y) - ln(x + y)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((ln(x^2 - y^2) - ln(x - y) - ln(x + y)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),ln(x^2 - y^2) - ln(x - y) - ln(x + y)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (sin(x)^2 - (1 - cos(2*x))/2),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sin(x)^2 - (1 - cos(2*x))/2
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (sin(x)^2 - (1 - cos(2*x))/2),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sin(x)^2 - (1 - cos(2*x))/2
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (sin(x)^2 - (1 - cos(2*x))/2),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sin(x)^2 - (1 - cos(2*x))/2
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((sin(x)^2 - (1 - cos(2*x))/2) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sin(x)^2 - (1 - cos(2*x))/2
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (cosh(x) + sinh(x) - e^x),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),cosh(x) + sinh(x) - e^x
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (cosh(x) + sinh(x) - e^x),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),cosh(x) + sinh(x) - e^x
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (cosh(x) + sinh(x) - e^x),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),cosh(x) + sinh(x) - e^x
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((cosh(x) + sinh(x) - e^x) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),cosh(x) + sinh(x) - e^x
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + ((sin(x) + cos(x))^2 - (1 + sin(2*x))),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(sin(x) + cos(x))^2 - (1 + sin(2*x))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - ((sin(x) + cos(x))^2 - (1 + sin(2*x))),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(sin(x) + cos(x))^2 - (1 + sin(2*x))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * ((sin(x) + cos(x))^2 - (1 + sin(2*x))),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(sin(x) + cos(x))^2 - (1 + sin(2*x))
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/(((sin(x) + cos(x))^2 - (1 + sin(2*x))) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(sin(x) + cos(x))^2 - (1 + sin(2*x))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (3*sin(x) + 4*cos(x) - 5*sin(x + arctan(4/3))),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),3*sin(x) + 4*cos(x) - 5*sin(x + arctan(4/3))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (3*sin(x) + 4*cos(x) - 5*sin(x + arctan(4/3))),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),3*sin(x) + 4*cos(x) - 5*sin(x + arctan(4/3))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (3*sin(x) + 4*cos(x) - 5*sin(x + arctan(4/3))),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),3*sin(x) + 4*cos(x) - 5*sin(x + arctan(4/3))
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((3*sin(x) + 4*cos(x) - 5*sin(x + arctan(4/3))) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),3*sin(x) + 4*cos(x) - 5*sin(x + arctan(4/3))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sinh(2*x)*sinh(x) - (4*cosh(x)^3 - 4*cosh(x))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + ((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(a^3-b^3)/(a-b) - (a^2 + a*b + b^2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - ((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(a^3-b^3)/(a-b) - (a^2 + a*b + b^2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * ((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(a^3-b^3)/(a-b) - (a^2 + a*b + b^2)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/(((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(a^3-b^3)/(a-b) - (a^2 + a*b + b^2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (sqrt(a^2 + 2*a*b + b^2) - abs(a+b)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sqrt(a^2 + 2*a*b + b^2) - abs(a+b)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (sqrt(a^2 + 2*a*b + b^2) - abs(a+b)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sqrt(a^2 + 2*a*b + b^2) - abs(a+b)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (sqrt(a^2 + 2*a*b + b^2) - abs(a+b)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sqrt(a^2 + 2*a*b + b^2) - abs(a+b)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((sqrt(a^2 + 2*a*b + b^2) - abs(a+b)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sqrt(a^2 + 2*a*b + b^2) - abs(a+b)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (ln((x*y)^2) - ln(x^2) - ln(y^2)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),ln((x*y)^2) - ln(x^2) - ln(y^2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (ln((x*y)^2) - ln(x^2) - ln(y^2)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),ln((x*y)^2) - ln(x^2) - ln(y^2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (ln((x*y)^2) - ln(x^2) - ln(y^2)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),ln((x*y)^2) - ln(x^2) - ln(y^2)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((ln((x*y)^2) - ln(x^2) - ln(y^2)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),ln((x*y)^2) - ln(x^2) - ln(y^2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*ln(abs(x*y)) - 2*ln(abs(x)) - 2*ln(abs(y))
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (tan(x)*cot(x) - 1),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),tan(x)*cot(x) - 1
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (tan(x)*cot(x) - 1),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),tan(x)*cot(x) - 1
